Record ID,Code,Common Name,Scientific Name,Category,Available Sizes,Sun,Water,Spacing,Mature Height,Mature Spread,Landscape Use,Growing Condition,Overview Description,Planting Notes,Tags,Image Path / URL,Plant Link
tre-008,BEd,Bagras,Eucalyptus deglupta,Trees,30 cm | pc/s; 75 cm | pc/s; 1500 cm | pc/s; 200 cm | pc/s,,,,,,,,,,,assets/images/tre-008.webp,
tre-003,BCr,Balitbitan Tree,Cynometra ramiflora,Trees,100 cm | pc/s; 150 cm | pc/s; 200 cm | pc/s; 300 cm | pc/s,,,,,,,,,,,assets/images/tre-003.webp,
tre-007,BLs-02,Banaba Tree,Lagerstroemia speciosa,Trees,100 cm | pc/s; 200 cm | pc/s; 300 cm | pc/s; 400 cm | pc/s,,,,,,,,,,,assets/images/tre-007.webp,
tre-027,BCi,Bitaog Tree,Calophyllum inophyllum,Trees,200 cm | pc/s; 250 cm | pc/s; 300 cm | pc/s; 350 cm | pc/s,,,,,,,,,,,assets/images/tre-027.webp,
tre-011,BBa,Bitoon Tree,Barringtonia asiatica,Trees,100 cm | pc/s; 200 cm | pc/s; 300 cm | pc/s; 400 cm | pc/s,,,,,,,,,,,assets/images/tre-011.webp,
tre-023,BGb,Bunog Tree,Garcinia benthamii,Trees,100 cm | pc/s; 200 cm | pc/s; 300 cm | pc/s; 400 cm | pc/s,,,,,,,,,,,assets/images/tre-023.webp,
tre-013,CPr,Calachuchi Red,Plumeria rubra,Trees,100 cm | pc/s; 200 cm | pc/s; 250 cm | pc/s; 300 cm | pc/s,,,,,,,,,,,assets/images/tre-013.webp,
tre-012,CPo,Calachuchi White,Plumeria obtusa,Trees,100 cm | pc/s; 1500 cm | pc/s; 200 cm | pc/s; 300 cm | pc/s,,,,,,,,,,,assets/images/tre-012.webp,
tre-014,CCs,Chestnut Tree,Castanea sativa,Trees,30 cm | pc/s; 150 cm | pc/s; 250 cm | pc/s; 300 cm | pc/s,,,,,,,,,,,assets/images/tre-014.webp,
tre-016,DAs,Dita Tree,Alstonia scholaris,Trees,150 ccm | pc/s; 200 cm | pc/s; 250 cm | pc/s; 300 cm | pc/s,,,,,,,,,,,assets/images/tre-016.webp,
tre-015,ETs,Esperanza Tree,Tecoma stans,Trees,50 cm | pc/s; 100 cm | pc/s; 150 cm | pc/s; 200 cm | pc/s,,,,,,,,,,,assets/images/tre-015.webp,
tre-018,GDg,Golden Legumes,Desmodium gangeticum,Trees,50 cm | pc/s; 100 cm | pc/s; 150 cm | pc/s; 200 cm | pc/s,,,,,,,,,,,assets/images/tre-018.webp,
tre-020,GCf,Golden Shower,Cassia fistula,Trees,100 cm | pc/s; 200 cm | pc/s; 250 cm | pc/s; 300 cm | pc/s,,,,,,,,,,,assets/images/tre-020.webp,
tre-017,JFd,Japanese Fern Tree,Filicium decipiens,Trees,50 cm | pc/s; 100 cm | pc/s; 150 cm | pc/s; 200 cm | pc/s,,,,,,,,,,,assets/images/tre-017.webp,
tre-010,KDp,Katmon,Dillenia philippinensis,Trees,100 cm | pc/s; 150 cm | pc/s; 200 cm | pc/s; 300 cm | pc/s,,,,,,,,,,,assets/images/tre-010.webp,
tre-028,MDl,Malakatmon,Dillenia luzoniensis,Trees,100 cm | pc/s; 150 cm | pc/s; 200 cm | pc/s; 300 cm | pc/s,,,,,,,,,,"Dillenia, tree, yellow flower",assets/images/malakatmon.jpg,
tre-022,MHt,Malobago Tree,Hibiscus tiliaceus,Trees,100 cm | pc/s; 200 cm | pc/s; 250 cm | pc/s; 300 cm | pc/s,,,,,,,,,,,assets/images/tre-022.webp,
tre-009,MAa,Monkey Puzzle Tree,Araucaria araucana,Trees,50 cm | pc/s; 100 cm | pc/s; 150 cm | pc/s; 200 cm | pc/s,,,,,,,,,,,assets/images/tre-009.webp,
tre-004,PCj,Palawan Cherry,Cassia javanica,Trees,Seedlings | pc/s; 100 cm | pc/s; 200 cm | pc/s; 300 cm | pc/s,,,,,,,,,,,assets/images/tre-004.webp,
tre-006,PCn,Pink Shower Tree,Cassia nodosa,Trees,Seedlings | pc/s; 100 cm | pc/s; 200 cm | pc/s; 300 cm | pc/s,,,,,,,,,,,assets/images/tre-006.webp,
tre-021,RFe,Rubber Plant,Ficus elastica Roxb.,Trees,50 cm | pc/s; 100 cm | pc/s; 150 cm | pc/s; 200 cm | pc/s,,,,,,,,,,,assets/images/tre-021.webp,
tre-026,TTh,Tabebuia,Tabebuia heterophylla,Trees,100 cm | pc/s; 200 cm | pc/s; 250 cm | pc/s; 300 cm | pc/s,,,,,,,,,,,assets/images/tre-026.webp,
tre-002,VTm,Variegated African Talisay,Terminalia mantaly 'Variegata',Trees,30 cm | pc/s; 100 cm | pc/s; 150 cm | pc/s; 200 cm | pc/s,,,,,,,,,,,assets/images/tre-002.webp,
tre-019,YCo,Ylang-Ylang,Cananga odorata,Trees,50 cm | pc/s; 100 cm | pc/s; 200 cm | pc/s; 300 cm | pc/s,,,,,,,,,,,assets/images/tre-019.webp,
